pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_COMPLEMENT,0.175213675213675,0.35042735042735,0.122107920287081,0.620908958986269,1.16483881441742,195,GZMB|CCL5|GZMA|PLA2G7|LCK|C1QA|FCN1|CTSS|FCER1G|IRF1|OLR1|JAK2|PSMB9|CASP1|PIK3CG|ITGAM|CTSC|C1QC|DOCK10|PLEK|CASP4|S100A9|CR1|GNGT2|RHOG|APOBEC3G|ERAP2|PIK3R5|LTA4H|GZMK|S100A12|SPOCK2|PLSCR1|CASP5|LGMN|APOA4|WAS|CD40LG|PRSS3|LCP2
HALLMARK_DNA_REPAIR,1,1,0.065981614400873,-0.256792044121969,-0.518581587055099,146,BCAM|TAF1C|DDB2|VPS37D|ERCC2|MPC2|POM121|POLE4|POLR2E|AAAS|APRT|CCNO|RAD52|SNAPC4|AK3|DGCR8|ZNF707|NUDT9|CDA|RFC2|MRPL40|TARBP2|GTF2H3|LIG1
HALLMARK_E2F_TARGETS,0.826210826210826,1,0.038875878582578,0.443773163618493,0.832528180336763,195,TFRC|DCK|HMGB2|CDKN2A|CDC25B|TK1|CENPE|CDK1|KIF4A|CCNE1|TOP2A|TCF19|MELK|DLGAP5|CKS2|SPC25|E2F8|MTHFD2|KIF2C|DCLRE1B|MYBL2|PTTG1|CDCA8|STMN1|MXD3|DEK|MKI67|UBE2T|KIF18B|PSMC3IP|BIRC5|NBN|AURKA|UBE2S|ASF1B|BARD1|GINS1|KPNA2|HMMR|AURKB|SMC4|DIAPH3|RACGAP1|RAD51AP1|BUB1B|PSIP1|RAD21|PCNA|RRM2|TRIP13|HELLS|CCNB2|ORC6|CDC20|ANP32E|MYC|LYAR|BRCA1|EZH2|MMS22L|CDKN3|TRA2B|HMGA1|NUDT21|SNRPB|CDC25A|DSCC1|PRIM2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.996655518394649,1,0.070113215764256,-0.317326643282912,-0.663812249496295,196,PTHLH|SPP1|GPC1|SDC1|COMP|SPOCK1|PRSS2|ABI3BP|PCOLCE2|BMP1|FZD8|FN1|SGCD|IGFBP4|OXTR|VEGFA|SFRP1|BGN|MEST|NNMT|COL5A3|ECM1|TIMP3|GADD45A|MYLK|FERMT2|TGFBR3|COL7A1|DCN|IGFBP2|CADM1|RHOB|PCOLCE
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.966887417218543,1,0.0711327399327894,-0.377686952532959,-0.78777130134967,193,AR|GFRA1|ADCY1|XBP1|SLC7A2|FDFT1|RET|FASN|AQP3|ESRP2|ABAT|MAST4|SLC27A2|PDZK1|DHRS2|DHCR7|SCARB1|DLC1|ELOVL2|PPIF|IGFBP4|SEC14L2|ANXA9|NAV2|SYNGR1|CELSR2|PAPSS2|AKAP1|MSMB
HALLMARK_ESTROGEN_RESPONSE_LATE,0.362126245847176,0.64864020006252,0.130777137971974,-0.493827174015319,-1.02851105179324,191,HMGCS2|FGFR3|CYP4F11|TST|PLXNB1|GPER1|ACOX2|XBP1|FDFT1|RET|SERPINA1|CA2|SERPINA3|SLC27A2|PDZK1|SORD|DHRS2|DHCR7|TH
HALLMARK_FATTY_ACID_METABOLISM,0.000978469380047195,0.00543594100026219,0.45505986738723,-0.805218219259331,-1.62610700614561,146,CYP4A11|HMGCS2|RDH16|ENO3|FABP1|HAO2|CYP4A22|HPGD|ADH1C|HMGCS1|DHCR24|EPHX1|IDI1|HSD17B7|GSTZ1|CYP1A1|EHHADH|DLD|FASN|TP53INP2|CA2|AADAT|GPD1|D2HGDH|GCDH|BMPR1B|ACADS|BPHL|MAOA|ACAA1|ACAT2|RDH11|BCKDHB|ALDH3A2|AQP7|NSDHL|HADH|ALDH1A1|MDH2|CRYZ|ALAD|ACSM3|REEP6
HALLMARK_G2M_CHECKPOINT,1,1,0.0302041948644786,0.336815411625582,0.628139651373678,189,KIF15|CDC25B|HIF1A|UBE2C|CENPE|CDK1|KIF4A|STIL|TOP2A|NUSAP1|CKS2|FBXO5|POLQ|KIF2C|MARCKS|KIF23|KIF11|MYBL2|CCNA2|PTTG1|STMN1|E2F2|EXO1|CDC7|MKI67|TROAP|PRC1|BIRC5|TPX2|BUB1|NEK2|AURKA|CENPF|UBE2S|KIF20B|KIF5B|BARD1|HOXC10|CENPA|KPNA2|RBL1|HMMR|AURKB|SMC4|PBK|NDC80|RACGAP1|INCENP|SLC38A1|TGFB1|AMD1|RAD21|CCNF|TTK|MEIS1|CCNB2|ORC6|CDC20|RASAL2|E2F3|MYC|EZH2|KATNA1|CDKN3|TRA2B|HMGA1|PML|CBX1|CDC25A|PRIM2|DR1|CDC6
HALLMARK_GLYCOLYSIS,0.0191019970197784,0.0561823441758189,0.352487857583619,-0.696167211557033,-1.45205055808063,193,ALDOB|PGAM2|GYS2|GPC1|PC|SDC1|CHPF|DLD|ALDH7A1|ANG|EGFR|NDST3|SLC37A4|AGL|CTH|PYGL|IRS2|B3GAT1|GOT2|PFKFB1|GOT1|CYB5A|SLC25A13|NSDHL|ARTN|MDH2|SLC25A10|GALK1|AK4|VEGFA|CAPN5|FBP2
HALLMARK_HEDGEHOG_SIGNALING,0.550588235294118,0.909947795823666,0.0826646449123753,-0.571348957218854,-0.940704154900468,35,PLG
HALLMARK_HEME_METABOLISM,0.646302250803859,0.979245834551301,0.0911073131586733,-0.444522927654927,-0.925574009671356,183,FTCD|SLC30A10|ALDH1L1|C3|PC|DAAM1|CA2|AQP3|BCAM|FN3K|ALDH6A1|HMBS|MOCOS|ABCG2
HALLMARK_HYPOXIA,0.00803820412322167,0.0287078718686488,0.380730400722792,-0.720300122847282,-1.49979007019424,183,ALDOB|ENO3|PKLR|IGFBP1|PGAM2|PCK1|PYGM|GPC1|EFNA1|PKP1|CP|AKAP12|EGFR|SLC37A4|PPARGC1A|TMEM45A|IRS2
HALLMARK_IL2_STAT5_SIGNALING,0.00327252019702728,0.0148750918046695,0.431707695803346,0.800707515758027,1.49326937675773,189,IL2RA|TNFRSF9|ICOS|CTLA4|CXCL10|CD48|CD86|IRF4|GLIPR2|GPR65|SYT11|GBP4|CCND2|TLR7|IL10RA|TNFRSF1B|CST7|CAPG|MAP3K8|TGM2|ITGAE|SOCS1|SELL|IL2RB|IL3RA|PTGER2|FGL2|CCR4|TNFRSF18|SLC2A3|CD83|IRF8|P2RX4|FLT3LG|PLSCR1|RRAGD|RHOH|TRAF1|CTSZ
HALLMARK_IL6_JAK_STAT3_SIGNALING,6.60326621776779e-06,6.60326621776779e-05,0.610526878385931,0.919481620789274,1.54292856980864,84,CXCL9|IL2RA|CXCL11|CXCL10|IL2RG|CSF2RB|IL12RB1|TLR2|ITGA4|IRF1|TNFRSF1B|STAT1|MAP3K8|CXCL13|CSF3R|SOCS1|IL3RA|CCR1|CD38|TNF|PIK3R5|BAK1|EBI3|CSF2RA
HALLMARK_INFLAMMATORY_RESPONSE,2.3335040168657e-08,3.88917336144283e-07,0.73376198835648,0.897294651153147,1.67377988713189,185,CXCL9|TNFRSF9|CCL5|CXCR6|CXCL11|CXCL10|CD48|CD69|IL18RAP|CYBB|LCK|IL7R|CD40|TLR2|PTAFR|FPR1|KCNA3|C3AR1|IRF1|RGS1|SLAMF1|OLR1|IL10RA|TNFRSF1B|GPR132|CCRL2|SEMA4D|FFAR2|CMKLR1|MEFV|NLRP3|PTGER4|CSF3R|PDPN|SELL|IL2RB|TNFAIP6|RHOG|PTGER2|NOD2|PIK3R5|LAMP3|P2RX4|EBI3|MEP1A|CHST2|MSR1|LCP2|P2RX7|IFITM1|CCL20|CLEC5A|MMP14|CCR7|GPR183|SLC31A2|GNA15
HALLMARK_INTERFERON_ALPHA_RESPONSE,2.14384957355854e-05,0.000153132112397039,0.575610261071129,0.906086406229881,1.54790872478715,95,CXCL11|CXCL10|BATF2|CD74|IFI30|GBP2|TAP1|IRF1|GBP4|PSMB9|CASP1|B2M|CCRL2|UBE2L6|EPSTI1|SAMD9L|SELL|PSMB8|HLA-C|LAMP3|PLSCR1|IFITM1|TRIM21|TRAFD1|DDX60|PARP14|IFIT3|GMPR|LAP3|TXNIP|NMI|IFI35|PSME2
HALLMARK_INTERFERON_GAMMA_RESPONSE,2.01290006288062e-13,1.00645003144031e-11,0.943632225232838,0.92778092705916,1.74053735169021,195,CXCL9|IDO1|SLAMF7|HLA-DQA1|CCL5|GZMA|FCGR1A|CXCL11|HLA-DRB1|CXCL10|CD69|BATF2|CD274|HLA-DMA|CD86|CD74|CSF2RB|IFI30|IRF4|CD40|TAP1|FPR1|CIITA|IRF1|GBP4|JAK2|PSMB9|CASP1|B2M|P2RY14|ST8SIA4|IL10RA|SAMHD1|SECTM1|STAT1|CASP4|CMKLR1|HLA-B|STAT4|HLA-A|UBE2L6|SOCS1|KLRK1|EPSTI1|SAMD9L|IL2RB|TNFAIP6|SOD2|PSMB8|FGL2|CD38|PSMB10|IRF8|NLRC5|ITGB7|GBP6|PLSCR1
HALLMARK_KRAS_SIGNALING_DN,0.92042042042042,1,0.0363018462359236,0.418760441685916,0.749967418648559,129,PDCD1|IFNG|SLC6A14|CD80|MEFV|CHST2|CD40LG
HALLMARK_KRAS_SIGNALING_UP,0.00528693298722848,0.0220288874467853,0.407017918923954,0.776863663726269,1.44965938685807,186,ADAMDEC1|TLR8|CXCL10|IL2RG|IL7R|CTSS|FCER1G|IKZF1|ITGB2|C3AR1|CCND2|GPNMB|PIGR|CD37|LCP1|LAPTM5|PDCD1LG2|IL10RA|TNFRSF1B|EPB41L3|CLEC4A|MAP4K1|DOCK2|ACE|KIF5C|CMKLR1|PRDM1|EPHB2|LAT2|PSMB8|LY96|IRF8|CSF2RA|BIRC3
HALLMARK_MITOTIC_SPINDLE,0.566433566433567,0.909947795823666,0.0553642837725362,0.507355589964305,0.955986174995317,198,DOCK2|ARHGAP4|PREX1|KIF15|SSH2|CENPE|CDK1|KIF4A|TOP2A|ABI1|NUSAP1|DLGAP5|ARHGEF3|FBXO5|KIF2C|MARCKS|KIF23|KIF11|CLIP2|RHOF|PCGF5|ANLN|PRC1|BIRC5|TPX2|BUB1|NEK2|AURKA|CENPF|KIF20B|KIF5B|RASA2|CDC42EP2|EPB41|NCK1|SMC4|NDC80|RACGAP1|INCENP|CD2AP|MAPRE1|ABR
HALLMARK_MTORC1_SIGNALING,0.155049786628734,0.323020388809863,0.130777137971974,0.633338613396095,1.18889448584471,196,IFI30|ITGB2|SLA|BCAT1|CTSC|CORO1A|TFRC|FGL2|SLC2A3|LTA4H|LGMN|DAPP1
HALLMARK_MYC_TARGETS_V1,1,1,0.0692836467392548,-0.161612419803237,-0.337963004897494,194,GOT2|CTPS1|APEX1|PRPF31|PRDX4|SRM|PCBP1|POLD2|PHB2|CYC1|SLC25A3|C1QBP|MRPS18B|TUFM|PHB|HNRNPA3|EIF3B|PABPC4
HALLMARK_MYC_TARGETS_V2,0.882506527415144,1,0.0639271933359996,-0.423900911641953,-0.739493919562189,58,TMEM97|SORD
HALLMARK_MYOGENESIS,0.00187132838799338,0.00935664193996692,0.45505986738723,-0.768767503901864,-1.59203425671081,179,ENO3|IGF1|PGAM2|CAMK2B|FST|FXYD1|PYGM|LDB3|ACTA1|TNNT3|PC|MYLPF|TNNC2|ATP2A1|MB|FHL1|CLU|MYOM2|MYH7|TNNT2|TNNI1|AGL|FDPS|MYL2|DES|TNNI2|DMD|APLNR|MYH1|CSRP3|CKMT2|SPEG|ACTN3|MYL3|SCHIP1|TNNC1|CKM|SGCD|SORBS1
HALLMARK_NOTCH_SIGNALING,0.992941176470588,1,0.053457214108991,-0.251390920225166,-0.408616505194702,32,WNT2|KAT2A|PRKCA|CCND1|DTX1|FZD5|ST3GAL6|DTX2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.110749185667752,0.251702694699437,0.245041785430996,-0.579573478128484,-1.20193709266267,184,DLD|MAOB|ACADSB|ALDH6A1|ACAT1|GOT2|ACAA1|AFG3L2|AIFM1|CYB5A|BCKDHA|SLC25A4|MDH2|SLC25A11|PHYH|ECHS1|PMPCA|SDHA|NDUFS2|TIMM13|ETFB|RETSAT|OGDH|GLUD1|ETFDH|RHOT2|FXN|NDUFV2|ACADM|DECR1|UQCRQ|SUCLG1|LRPPRC|ECI1|ECH1|HADHB|ETFA|NDUFV1|MRPS11|ACAA2|PDHB|MDH1|PHB2|ACO2|CYC1|NNT|SLC25A3|NDUFS1|OXA1L|MRPL34|SDHC|ACADVL|FDX1|HSPA9|MTRR|UQCRFS1|NDUFS4|MRPS15|SDHB|UQCR11|UQCRC1|DLST|IDH2|POLR2F|POR|HADHA|PDHA1|SURF1|NDUFB2|IMMT|PDK4|NDUFB7|IDH1|CYB5R3|SUPV3L1|PDHX|TOMM22|GPI
HALLMARK_P53_PATHWAY,0.0628571428571429,0.157142857142857,0.213927855492356,0.678429133151666,1.26872715067884,192,ALOX15B|IFI30|TAP1|DRAM1|CCND2|CASP1|TCN2|GM2A|SOCS1|BAK1|RAP2B|RNF19B|DEF6|TRAFD1|VWA5A|TXNIP|RALGDS|RGS16
HALLMARK_PANCREAS_BETA_CELLS,0.363238512035011,0.64864020006252,0.102449405629826,-0.716176034409855,-1.151126040578,24,SLC2A2|PKLR|HNF1A
HALLMARK_PEROXISOME,0.104972375690608,0.24993422783478,0.231126709673834,-0.681242227550421,-1.28713095326593,97,TTR|ALB|HAO2|SERPINA6|NR1I2|ABCB4|DHCR24|EPHX2|IDI1|DIO1|EHHADH|FDPS|SLC27A2
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.00982788961514377,0.0327596320504793,0.380730400722792,0.833654554144553,1.42716652099045,96,LCK|IL2RG|SLA|FASLG|PRKCB|DAPP1
HALLMARK_PROTEIN_SECRETION,0.503888024883359,0.868772456695447,0.065981614400873,0.579212416615012,0.990140032393997,94,CTSC|PAM|PPT1|GALC|GLA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.750847457627119,1,0.0512184348540341,0.526851339151571,0.829657247262632,46,IPCEF1|SOD2|LSP1|CDKN2D|GLRX2
HALLMARK_SPERMATOGENESIS,0.693163751987281,1,0.0519512476197082,0.51810016266854,0.869641480405891,86,GFI1|ACE|IL12RB2|POMC|HSPA2|SLC2A5|CAMK4|ACRBP|CDK1|NPHP1|NCAPH|TLE4|KIF2C|TKTL1|MLF1
HALLMARK_TGF_BETA_SIGNALING,0.968852459016393,1,0.0380056241581377,0.389174120152611,0.622892451261836,53,RAB31|CDKN1C|ID1|IFNGR2|JUNB|SLC20A1|SKIL|NOG|SMURF2|SERPINE1|TGFB1|LTBP2|ID2|MAP3K7|PMEPA1|KLF10|HDAC1
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.72813364101017e-07,2.16016705126271e-06,0.690132458796796,0.882081016671621,1.65480331827939,195,TNFRSF9|CCL5|CCL4|CXCL11|CXCL10|CD69|IL7R|CD80|TLR2|TAP1|BCL2A1|IRF1|OLR1|DRAM1|CCRL2|STAT5A|PLEK|MAP3K8|PTGER4|TNFAIP6|SOD2|TNF|SLC2A3|CD83|BIRC3|RNF19B|DUSP2|TRAF1|CCL20|GEM|GPR183|TNFAIP2|LITAF|B4GALT5|IL15RA|ICAM1|TNFAIP8
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.140485940310874,0.305404218067118,0.249246554383295,-0.700672678439432,-1.33757736158331,108,IGFBP1|XBP1|PDIA5
HALLMARK_UV_RESPONSE_DN,0.967164179104478,1,0.0336769978828608,0.387645497884147,0.697748804603326,138,CELF2|PMP22|NR1D2|PIK3CD|ID1|INPP4B|FYN
HALLMARK_UV_RESPONSE_UP,0.896755162241888,1,0.0366850427613443,0.426098132171925,0.774148055454689,149,TAP1|IRF1|HLA-F|TFRC|SOD2|BAK1|GLS|MMP14|ICAM1|HSPA2|PPT1|ENO2|CDKN1C|PLCL1|KCNH2|BTG2|CCNE1|RASGRP1|HSPA13|LYN
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.75042735042735,1,0.0516355964484201,0.532930983477887,0.827397309795179,40,CCND2|LEF1|HEY1|WNT1
HALLMARK_XENOBIOTIC_METABOLISM,1.66672020360098e-05,0.000138893350300082,0.575610261071129,-0.832228277385301,-1.73331081387408,191,ITIH1|HRG|PLG|HGFAC|RBP4|SLC22A1|CYP2E1|VTN|F11|FABP1|MBL2|IGF1|IGFBP1|CDO1|ARG1|SERPINA6|TAT|GNMT|AOX1|ANGPTL3|ABCC2|ITIH4|TTPA|CYP26A1|ADH1C|GCKR|FETUB|ACOX2|CRP|CYP4F2|TMEM97|PC|LCAT|EPHX1|CYP1A2|FMO3|CROT|UPB1|F10|CYP1A1|CYP2C18|ASL|SLC35D1|MCCC2|CA2|CYP2J2|ENTPD5|TKFC|CSAD|IL1R1|SLC12A4|DHRS1|BPHL|MAOA
